date,channel,campaign_or_reel,hook_or_angle,spend,views,reach,interactions,likes,comments,saves,shares,message_conversations,serious_leads,sales,revenue,unit_cost,total_product_cost,gross_profit,net_profit,cost_per_dm,cost_per_sale,notes
2026-06-27,Instagram/Meta,Original radio reel,CarPlay radio upgrade,30,18500,12239,609,451,60,43,37,42,,5-6,549.95-659.94,62.99,314.95-377.94,235.00-282.00,205.00-252.00,0.71,5-6,Original campaign baseline recalculated at $109.99 sale price
